"","X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"17597",17596,73792,"Female","Loyal Customer",45,"Business travel","Eco Plus",192,3,5,4,5,3,4,3,3,3,3,3,1,3,3,24,23,"neutral or dissatisfied"
"17598",17597,96447,"Female","Loyal Customer",27,"Business travel","Business",1608,3,2,3,3,4,4,4,4,3,2,5,3,5,4,0,0,"satisfied"
"17599",17598,86175,"Male","Loyal Customer",55,"Business travel","Business",2044,3,3,5,3,4,5,5,4,4,4,4,5,4,4,30,39,"satisfied"
"17600",17599,26294,"Female","Loyal Customer",23,"Business travel","Eco",1199,5,4,4,4,5,5,4,5,1,1,1,3,1,5,1,0,"satisfied"
"17601",17600,34594,"Male","disloyal Customer",63,"Business travel","Eco",998,3,4,4,1,2,4,2,2,1,5,2,2,2,2,23,30,"neutral or dissatisfied"
"17602",17601,15342,"Male","Loyal Customer",42,"Business travel","Business",2944,2,2,2,2,5,5,4,5,5,5,4,5,5,5,0,0,"satisfied"
"17603",17602,125398,"Male","Loyal Customer",41,"Business travel","Business",1040,5,5,5,5,3,2,2,5,5,5,5,4,5,3,0,NA,"satisfied"
"17604",17603,44784,"Male","disloyal Customer",27,"Business travel","Eco",1250,3,3,3,4,4,3,2,4,1,3,4,2,4,4,1,6,"neutral or dissatisfied"
"17606",17605,67414,"Male","Loyal Customer",72,"Business travel","Eco",592,2,1,1,1,1,2,1,1,2,5,2,2,2,1,17,105,"neutral or dissatisfied"
"17607",17606,45596,"Male","Loyal Customer",54,"Business travel","Eco",230,5,2,2,2,4,5,4,4,4,2,5,1,5,4,0,0,"satisfied"
"17608",17607,5028,"Male","Loyal Customer",37,"Business travel","Business",3236,2,3,4,3,1,3,3,2,2,2,2,1,2,4,93,102,"neutral or dissatisfied"
"17609",17608,6845,"Female","disloyal Customer",17,"Business travel","Eco Plus",223,4,1,4,3,5,4,5,5,4,1,4,2,3,5,0,0,"neutral or dissatisfied"
"17610",17609,91447,"Female","Loyal Customer",46,"Business travel","Business",859,4,4,4,4,2,5,4,5,5,5,5,4,5,4,0,0,"satisfied"
"17611",17610,28731,"Male","disloyal Customer",28,"Business travel","Eco",2149,3,3,3,5,3,3,3,3,3,2,4,5,3,3,0,0,"neutral or dissatisfied"
"17612",17611,99290,"Male","Loyal Customer",18,"Personal Travel","Eco",935,3,5,3,3,5,3,5,5,3,4,4,5,4,5,0,0,"neutral or dissatisfied"
"17614",17613,55233,"Female","Loyal Customer",34,"Business travel","Business",1009,3,3,3,3,3,4,4,3,3,3,3,1,3,1,11,8,"neutral or dissatisfied"
"17615",17614,88669,"Female","Loyal Customer",45,"Personal Travel","Eco",271,1,4,1,4,3,4,4,5,5,1,4,5,5,3,3,0,"neutral or dissatisfied"
"17617",17616,96570,"Female","disloyal Customer",72,"Business travel","Business",333,5,5,5,1,3,5,3,3,3,2,4,3,4,3,0,0,"satisfied"
"17619",17618,49652,"Male","Loyal Customer",40,"Business travel","Business",193,2,2,5,2,3,1,2,5,5,5,5,3,5,1,12,12,"satisfied"
"17620",17619,94283,"Male","Loyal Customer",32,"Business travel","Business",2220,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
"17621",17620,13818,"Female","Loyal Customer",24,"Business travel","Business",2604,5,5,1,5,5,4,5,5,3,1,2,3,3,5,9,9,"satisfied"
"17622",17621,55892,"Female","Loyal Customer",41,"Business travel","Business",733,3,4,4,4,2,3,4,3,3,3,3,1,3,2,0,13,"neutral or dissatisfied"
"17623",17622,124480,"Female","Loyal Customer",60,"Business travel","Business",2146,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0,"satisfied"
"17624",17623,106962,"Male","Loyal Customer",51,"Business travel","Business",2444,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0,0,"satisfied"
"17625",17624,50133,"Male","Loyal Customer",35,"Business travel","Business",308,0,1,1,2,4,4,2,5,5,5,5,3,5,4,0,0,"satisfied"
"17627",17626,22059,"Female","Loyal Customer",53,"Business travel","Business",1580,1,1,1,1,5,3,5,5,5,5,5,2,5,4,2,1,"satisfied"
"17628",17627,115458,"Female","Loyal Customer",48,"Business travel","Business",358,1,1,1,1,3,5,5,3,3,3,3,5,3,4,16,10,"satisfied"
"17629",17628,129506,"Female","Loyal Customer",38,"Business travel","Eco",346,2,5,5,5,2,2,2,2,4,2,1,5,5,2,0,0,"satisfied"
"17630",17629,114674,"Female","Loyal Customer",45,"Business travel","Business",3567,0,0,0,2,4,4,5,4,4,4,4,4,4,3,1,0,"satisfied"
"17631",17630,89254,"Male","Loyal Customer",44,"Business travel","Business",2262,2,2,2,2,5,4,5,3,3,4,3,4,3,4,0,0,"satisfied"
"17633",17632,42758,"Male","Loyal Customer",40,"Business travel","Eco",493,1,3,3,3,1,1,1,1,1,5,4,1,3,1,0,0,"neutral or dissatisfied"
"17634",17633,41737,"Female","Loyal Customer",29,"Business travel","Business",2157,4,4,4,4,5,5,5,5,3,1,4,2,4,5,0,0,"satisfied"
"17635",17634,96559,"Female","disloyal Customer",38,"Business travel","Business",436,2,2,2,1,3,2,3,3,4,2,5,4,5,3,0,0,"neutral or dissatisfied"
"17637",17636,108653,"Female","Loyal Customer",33,"Business travel","Business",1747,5,5,5,5,3,5,5,5,5,5,5,5,5,5,22,37,"satisfied"
"17638",17637,358,"Female","disloyal Customer",39,"Business travel","Business",247,2,2,2,4,5,2,5,5,4,4,4,5,4,5,42,96,"neutral or dissatisfied"
"17639",17638,57303,"Male","Loyal Customer",10,"Personal Travel","Business",236,4,5,4,4,3,4,3,3,5,2,5,3,5,3,0,0,"satisfied"
"17640",17639,107161,"Female","Loyal Customer",57,"Business travel","Business",1631,2,2,2,2,3,5,4,5,5,5,5,3,5,5,10,3,"satisfied"
"17641",17640,29919,"Male","Loyal Customer",38,"Business travel","Business",3828,5,5,5,5,5,2,2,5,5,5,5,5,5,5,11,18,"satisfied"
"17644",17643,21360,"Male","Loyal Customer",68,"Personal Travel","Eco",674,3,5,3,3,3,3,3,3,3,4,5,3,4,3,24,24,"neutral or dissatisfied"
"17645",17644,122027,"Female","Loyal Customer",33,"Business travel","Business",130,2,2,4,2,4,5,5,4,4,4,4,5,4,3,0,14,"satisfied"
"17647",17646,30091,"Female","Loyal Customer",61,"Personal Travel","Eco",503,4,3,4,3,4,4,4,1,1,4,1,1,1,4,0,0,"neutral or dissatisfied"
"17648",17647,23129,"Female","Loyal Customer",56,"Business travel","Business",3900,4,1,4,4,2,5,1,5,5,4,5,3,5,4,103,85,"satisfied"
"17650",17649,125440,"Male","Loyal Customer",41,"Business travel","Business",2917,4,4,4,4,4,4,4,4,4,5,4,3,4,5,0,0,"satisfied"
"17651",17650,84725,"Male","disloyal Customer",24,"Business travel","Eco",547,4,0,4,2,3,4,3,3,4,4,4,5,5,3,0,0,"neutral or dissatisfied"
"17652",17651,78863,"Male","Loyal Customer",57,"Business travel","Business",2617,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,53,"satisfied"
"17653",17652,46569,"Male","Loyal Customer",47,"Business travel","Business",2848,3,3,3,3,5,4,3,5,5,5,5,3,5,5,54,82,"satisfied"
"17654",17653,47503,"Male","Loyal Customer",47,"Personal Travel","Eco",590,3,1,2,3,1,2,1,1,3,1,3,2,4,1,0,0,"neutral or dissatisfied"
"17656",17655,6549,"Female","disloyal Customer",27,"Business travel","Business",473,4,4,4,3,1,4,1,1,4,2,4,3,5,1,62,60,"satisfied"
"17657",17656,20009,"Female","Loyal Customer",67,"Personal Travel","Eco",599,3,4,3,2,3,1,4,4,4,3,4,4,4,5,20,30,"neutral or dissatisfied"
"17661",17660,72859,"Male","Loyal Customer",29,"Business travel","Business",700,2,4,4,4,2,2,2,2,2,4,3,1,3,2,3,8,"neutral or dissatisfied"
"17662",17661,77635,"Male","Loyal Customer",50,"Business travel","Business",2828,1,1,1,1,4,5,4,4,4,5,4,4,4,5,0,11,"satisfied"
"17664",17663,115522,"Female","disloyal Customer",17,"Business travel","Business",372,4,5,4,2,3,4,3,3,5,2,5,5,5,3,0,0,"satisfied"
"17666",17665,23686,"Male","Loyal Customer",50,"Business travel","Eco",73,4,1,1,1,4,4,4,4,1,1,3,1,4,4,0,0,"neutral or dissatisfied"
"17667",17666,47259,"Male","Loyal Customer",36,"Business travel","Business",184,2,2,2,2,2,5,4,5,5,5,5,5,5,5,28,0,"satisfied"
"17668",17667,81726,"Female","Loyal Customer",31,"Personal Travel","Business",1310,4,4,4,3,5,4,5,5,5,5,4,3,5,5,0,0,"satisfied"
"17669",17668,100763,"Female","Loyal Customer",44,"Business travel","Business",1504,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
"17671",17670,1117,"Male","Loyal Customer",29,"Personal Travel","Eco",229,2,5,2,3,1,2,1,1,3,3,4,5,4,1,0,0,"neutral or dissatisfied"
"17672",17671,76123,"Male","Loyal Customer",59,"Business travel","Business",2376,1,1,1,1,5,5,5,4,4,4,4,3,4,5,7,11,"satisfied"
"17674",17673,7793,"Male","Loyal Customer",60,"Business travel","Business",3202,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0,"satisfied"
"17675",17674,73161,"Male","Loyal Customer",31,"Business travel","Business",1924,2,2,4,2,2,2,2,2,5,2,5,5,4,2,0,0,"satisfied"
"17676",17675,125363,"Female","Loyal Customer",41,"Personal Travel","Eco",599,3,4,3,1,4,3,4,4,4,4,4,5,4,4,56,86,"neutral or dissatisfied"
"17679",17678,63417,"Female","Loyal Customer",65,"Personal Travel","Eco",337,2,2,2,3,1,3,3,2,2,2,2,2,2,2,6,12,"neutral or dissatisfied"
"17680",17679,107572,"Male","Loyal Customer",17,"Personal Travel","Eco",1680,1,5,1,3,3,1,3,3,1,5,2,2,4,3,43,49,"neutral or dissatisfied"
"17681",17680,7278,"Male","Loyal Customer",45,"Personal Travel","Eco",139,4,0,4,4,3,4,3,3,4,3,5,4,5,3,11,7,"neutral or dissatisfied"
"17682",17681,66861,"Female","Loyal Customer",54,"Personal Travel","Eco",731,4,3,4,5,5,4,4,3,3,4,1,5,3,5,3,0,"neutral or dissatisfied"
"17684",17683,69578,"Female","Loyal Customer",20,"Business travel","Eco",2475,5,5,3,3,5,4,5,3,2,4,5,5,5,5,0,0,"satisfied"
"17687",17686,16704,"Male","Loyal Customer",51,"Business travel","Business",284,0,0,0,2,1,3,1,5,5,5,5,5,5,5,65,70,"satisfied"
"17689",17688,28267,"Male","Loyal Customer",24,"Business travel","Eco Plus",1542,5,4,4,4,5,5,5,5,2,1,5,2,3,5,0,0,"satisfied"
"17691",17690,2058,"Female","disloyal Customer",27,"Business travel","Eco",785,4,4,4,4,2,4,2,2,4,3,4,2,4,2,18,10,"neutral or dissatisfied"
"17692",17691,8323,"Female","Loyal Customer",47,"Personal Travel","Eco Plus",294,4,4,4,5,3,4,5,1,1,4,1,5,1,5,7,9,"neutral or dissatisfied"
"17693",17692,109222,"Male","disloyal Customer",16,"Business travel","Eco",612,1,3,1,3,4,1,5,4,3,5,4,2,3,4,37,37,"neutral or dissatisfied"
"17694",17693,114829,"Female","Loyal Customer",44,"Business travel","Business",3288,1,1,1,1,2,5,5,4,4,4,4,4,4,4,18,13,"satisfied"
"17697",17696,29654,"Female","Loyal Customer",49,"Personal Travel","Eco",1448,2,5,2,3,2,3,4,2,2,2,2,1,2,3,8,0,"neutral or dissatisfied"
"17698",17697,8328,"Female","disloyal Customer",13,"Business travel","Eco",661,2,0,3,5,3,3,3,3,5,2,5,4,5,3,0,0,"neutral or dissatisfied"
"17699",17698,3941,"Female","Loyal Customer",26,"Business travel","Business",3342,1,1,1,1,2,3,2,2,3,3,5,3,4,2,0,0,"satisfied"
"17702",17701,55480,"Female","Loyal Customer",38,"Business travel","Eco Plus",1825,2,4,4,4,2,2,2,2,4,4,3,2,4,2,0,0,"neutral or dissatisfied"
"17704",17703,65485,"Female","Loyal Customer",63,"Personal Travel","Eco",1303,1,5,1,3,4,3,5,2,2,1,2,4,2,4,7,0,"neutral or dissatisfied"
"17705",17704,75945,"Female","disloyal Customer",22,"Business travel","Business",297,5,0,5,3,2,5,2,2,4,2,5,3,5,2,0,0,"satisfied"
"17706",17705,40790,"Female","Loyal Customer",47,"Business travel","Eco",588,3,1,1,1,3,5,3,3,3,3,3,3,3,2,0,9,"satisfied"
"17707",17706,109408,"Female","Loyal Customer",41,"Business travel","Business",861,3,3,3,3,3,4,4,5,5,5,5,4,5,4,40,29,"satisfied"
"17708",17707,2491,"Female","Loyal Customer",39,"Business travel","Eco",1379,2,2,2,2,2,2,2,2,4,2,4,1,4,2,39,35,"neutral or dissatisfied"
"17711",17710,55559,"Female","disloyal Customer",25,"Business travel","Eco Plus",550,3,3,3,4,1,3,1,1,4,5,3,3,4,1,39,47,"neutral or dissatisfied"
"17713",17712,116849,"Female","Loyal Customer",47,"Business travel","Business",325,1,1,1,1,2,5,5,5,5,5,5,4,5,4,7,5,"satisfied"
"17714",17713,73225,"Female","Loyal Customer",30,"Business travel","Business",946,1,2,2,2,1,1,1,1,2,2,3,3,3,1,43,41,"neutral or dissatisfied"
"17715",17714,125635,"Male","disloyal Customer",39,"Business travel","Eco",899,3,4,4,3,3,4,3,3,1,2,4,2,4,3,0,0,"neutral or dissatisfied"
"17716",17715,20637,"Female","Loyal Customer",28,"Business travel","Business",793,5,5,5,5,4,4,4,4,1,5,1,1,3,4,57,67,"satisfied"
"17717",17716,59874,"Male","Loyal Customer",58,"Business travel","Business",2615,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,16,"satisfied"
"17718",17717,71251,"Female","Loyal Customer",52,"Business travel","Business",733,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0,"satisfied"
"17719",17718,127990,"Male","Loyal Customer",23,"Personal Travel","Eco Plus",1149,2,5,2,1,3,2,2,3,4,4,4,4,5,3,0,0,"neutral or dissatisfied"
"17720",17719,87671,"Female","Loyal Customer",49,"Business travel","Business",3670,1,3,3,3,3,3,4,1,1,1,1,1,1,4,9,0,"neutral or dissatisfied"
"17721",17720,68042,"Female","Loyal Customer",48,"Business travel","Business",868,5,5,2,5,5,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
"17722",17721,77542,"Male","Loyal Customer",24,"Business travel","Business",986,1,1,1,1,4,4,4,4,4,2,4,3,5,4,0,6,"satisfied"
"17723",17722,26838,"Female","disloyal Customer",22,"Business travel","Eco",224,5,0,5,2,2,5,2,2,1,5,1,5,1,2,0,0,"satisfied"
"17724",17723,66762,"Male","Loyal Customer",51,"Personal Travel","Eco",802,3,5,3,3,1,3,1,1,2,2,5,2,1,1,73,49,"neutral or dissatisfied"
"17726",17725,62283,"Male","Loyal Customer",54,"Business travel","Business",2366,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
"17727",17726,9236,"Male","Loyal Customer",43,"Business travel","Business",3114,4,4,4,4,2,1,3,5,5,5,3,4,5,3,0,0,"satisfied"
"17728",17727,87650,"Female","Loyal Customer",47,"Business travel","Business",606,1,1,1,1,2,4,5,4,4,4,4,4,4,5,2,8,"satisfied"
"17729",17728,16885,"Male","Loyal Customer",22,"Business travel","Business",708,2,2,2,2,5,5,5,5,2,2,5,4,3,5,0,0,"satisfied"
"17730",17729,98069,"Female","Loyal Customer",43,"Business travel","Eco",1449,2,1,1,1,5,3,4,2,2,2,2,3,2,4,0,6,"neutral or dissatisfied"
"17732",17731,33902,"Female","Loyal Customer",63,"Personal Travel","Eco",1226,3,4,3,3,3,3,3,1,1,3,3,4,1,1,18,0,"neutral or dissatisfied"
"17733",17732,121976,"Male","Loyal Customer",57,"Business travel","Business",2880,2,2,2,2,5,5,5,5,5,5,5,4,5,5,15,23,"satisfied"
"17734",17733,11880,"Male","Loyal Customer",9,"Personal Travel","Eco",912,2,5,2,3,2,1,2,5,3,5,5,2,3,2,181,170,"neutral or dissatisfied"
"17735",17734,70826,"Male","Loyal Customer",9,"Personal Travel","Eco Plus",624,3,4,3,3,1,3,5,1,5,4,4,1,1,1,0,0,"neutral or dissatisfied"
"17736",17735,92037,"Male","Loyal Customer",19,"Business travel","Business",1589,4,4,4,4,5,5,5,5,3,2,5,4,4,5,0,0,"satisfied"
"17737",17736,34324,"Male","Loyal Customer",50,"Personal Travel","Eco",2454,2,4,2,5,2,2,2,2,5,3,4,3,4,2,21,0,"neutral or dissatisfied"
"17739",17738,101325,"Female","Loyal Customer",22,"Personal Travel","Eco",986,4,5,4,3,5,4,5,5,4,4,5,3,4,5,8,5,"neutral or dissatisfied"
"17740",17739,92972,"Female","Loyal Customer",52,"Personal Travel","Business",738,2,5,2,4,3,4,4,1,1,2,1,5,1,3,0,0,"neutral or dissatisfied"
"17741",17740,46060,"Female","Loyal Customer",49,"Business travel","Eco Plus",964,5,3,1,1,5,1,1,5,5,5,5,2,5,3,0,1,"satisfied"
"17742",17741,82781,"Male","Loyal Customer",40,"Business travel","Business",1988,1,1,1,1,2,4,5,5,5,5,5,3,5,3,22,7,"satisfied"
"17743",17742,9441,"Female","Loyal Customer",34,"Business travel","Eco",299,2,2,2,2,2,2,2,2,3,4,3,2,2,2,0,8,"neutral or dissatisfied"
"17745",17744,6324,"Female","Loyal Customer",49,"Business travel","Business",296,3,3,4,3,2,5,5,4,4,4,4,5,4,3,12,19,"satisfied"
"17746",17745,57681,"Female","Loyal Customer",53,"Business travel","Business",1769,3,3,3,3,4,4,4,5,5,5,5,3,5,3,3,0,"satisfied"
"17747",17746,87467,"Male","disloyal Customer",26,"Business travel","Business",321,1,4,1,4,3,1,3,3,5,2,4,4,4,3,0,5,"neutral or dissatisfied"
"17748",17747,11191,"Male","Loyal Customer",55,"Personal Travel","Eco",312,1,4,1,4,3,1,3,3,3,2,5,4,4,3,106,101,"neutral or dissatisfied"
"17749",17748,127356,"Female","Loyal Customer",66,"Personal Travel","Eco",507,2,4,2,3,2,4,5,2,2,2,2,3,2,5,0,0,"neutral or dissatisfied"
"17750",17749,46169,"Male","Loyal Customer",67,"Personal Travel","Eco",604,2,4,2,2,3,2,3,3,3,4,5,5,5,3,17,17,"neutral or dissatisfied"
"17751",17750,75056,"Male","Loyal Customer",18,"Personal Travel","Eco",1592,1,4,1,2,1,1,1,1,3,4,4,5,5,1,0,0,"neutral or dissatisfied"
"17752",17751,67543,"Male","Loyal Customer",41,"Personal Travel","Business",1205,2,4,2,4,3,2,3,2,2,2,2,2,2,1,10,14,"neutral or dissatisfied"
"17753",17752,35512,"Male","Loyal Customer",38,"Personal Travel","Eco",1076,1,3,1,3,2,1,4,2,2,4,3,1,4,2,4,24,"neutral or dissatisfied"
"17755",17754,47370,"Female","Loyal Customer",18,"Business travel","Eco",574,4,5,5,5,4,4,2,4,4,4,3,1,4,4,0,0,"neutral or dissatisfied"
"17758",17757,2896,"Male","Loyal Customer",12,"Personal Travel","Eco",409,2,5,3,2,2,3,2,2,3,3,4,3,4,2,10,25,"neutral or dissatisfied"
"17759",17758,68221,"Female","disloyal Customer",28,"Business travel","Business",631,5,5,5,2,5,5,5,5,3,4,5,4,4,5,0,0,"satisfied"
"17761",17760,109848,"Female","Loyal Customer",57,"Business travel","Business",1101,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
"17762",17761,21661,"Male","disloyal Customer",30,"Business travel","Eco",746,4,4,4,2,1,4,1,1,2,5,5,1,2,1,11,5,"neutral or dissatisfied"
"17763",17762,53996,"Male","Loyal Customer",36,"Personal Travel","Eco",1825,1,1,1,4,4,1,4,4,2,5,2,4,4,4,4,12,"neutral or dissatisfied"
"17764",17763,94559,"Female","disloyal Customer",22,"Business travel","Eco",239,3,1,3,3,2,3,2,2,3,5,3,4,2,2,48,41,"neutral or dissatisfied"
"17765",17764,113194,"Male","disloyal Customer",37,"Business travel","Business",197,5,5,5,5,4,5,4,4,5,4,4,3,5,4,10,8,"satisfied"
"17767",17766,20819,"Female","Loyal Customer",31,"Business travel","Business",534,5,5,5,5,4,4,4,4,3,3,5,5,3,4,0,0,"satisfied"
"17768",17767,26354,"Male","Loyal Customer",53,"Business travel","Business",3435,1,1,1,1,2,4,5,4,4,5,4,5,4,3,13,2,"satisfied"
"17769",17768,48202,"Female","disloyal Customer",20,"Business travel","Eco",236,2,2,2,1,2,2,2,2,3,1,2,2,1,2,0,40,"neutral or dissatisfied"
"17771",17770,111396,"Female","Loyal Customer",7,"Personal Travel","Eco",1180,4,4,4,2,3,4,3,3,4,2,4,5,5,3,0,0,"satisfied"
"17772",17771,517,"Male","Loyal Customer",50,"Business travel","Business",1935,0,0,0,4,5,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
"17774",17773,45175,"Female","Loyal Customer",17,"Personal Travel","Eco",130,4,4,4,3,1,4,1,1,2,5,4,3,4,1,0,3,"neutral or dissatisfied"
"17775",17774,118671,"Female","disloyal Customer",20,"Business travel","Eco",370,4,2,4,3,2,4,2,2,3,4,4,1,3,2,23,19,"neutral or dissatisfied"
"17776",17775,111388,"Female","Loyal Customer",34,"Business travel","Business",2077,3,3,3,3,1,4,1,4,4,4,4,5,4,1,8,54,"satisfied"
"17777",17776,73539,"Male","disloyal Customer",19,"Business travel","Eco",594,2,1,3,3,4,3,4,4,4,4,4,2,4,4,14,12,"neutral or dissatisfied"
"17779",17778,66776,"Female","disloyal Customer",17,"Business travel","Eco",802,2,2,2,2,1,2,1,1,5,5,5,4,5,1,0,0,"neutral or dissatisfied"
"17781",17780,13171,"Male","Loyal Customer",53,"Personal Travel","Eco Plus",427,3,5,3,1,3,3,3,3,4,3,1,3,4,3,20,22,"neutral or dissatisfied"
"17782",17781,25553,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",547,2,3,2,4,3,2,3,3,1,4,4,4,3,3,6,16,"neutral or dissatisfied"
"17784",17783,91846,"Female","Loyal Customer",57,"Business travel","Business",1797,2,2,3,2,5,3,4,3,3,3,3,3,3,5,7,0,"satisfied"
"17786",17785,46929,"Female","disloyal Customer",37,"Business travel","Eco",444,2,1,2,3,5,2,5,5,2,3,4,4,3,5,12,0,"neutral or dissatisfied"
"17787",17786,107038,"Female","Loyal Customer",60,"Business travel","Business",395,3,3,3,3,3,4,3,3,3,3,3,4,3,4,0,0,"neutral or dissatisfied"
"17789",17788,54385,"Male","disloyal Customer",27,"Business travel","Eco",305,4,0,4,1,3,4,3,3,1,5,3,4,5,3,0,0,"satisfied"
"17790",17789,9079,"Male","Loyal Customer",64,"Personal Travel","Eco",173,3,2,3,3,4,3,4,4,2,2,3,1,2,4,9,6,"neutral or dissatisfied"
"17791",17790,9142,"Male","Loyal Customer",51,"Business travel","Business",2925,0,0,0,4,2,4,4,5,5,3,3,3,5,3,0,10,"satisfied"
"17792",17791,25176,"Male","Loyal Customer",25,"Business travel","Business",2021,5,5,5,5,3,3,3,3,5,3,4,3,2,3,29,21,"satisfied"
"17794",17793,44506,"Female","Loyal Customer",44,"Personal Travel","Eco",503,3,4,3,2,3,5,5,2,2,3,2,5,2,3,0,0,"neutral or dissatisfied"
"17795",17794,94570,"Female","Loyal Customer",56,"Business travel","Business",3587,1,1,2,1,4,4,4,5,5,5,5,3,5,5,0,0,"satisfied"
"17796",17795,51116,"Male","Loyal Customer",70,"Personal Travel","Eco",109,3,5,3,1,5,3,5,5,1,1,5,1,5,5,0,0,"neutral or dissatisfied"
"17797",17796,51395,"Female","Loyal Customer",38,"Personal Travel","Eco Plus",308,2,5,2,4,1,2,1,1,3,2,1,2,5,1,19,14,"neutral or dissatisfied"
"17798",17797,111366,"Male","Loyal Customer",56,"Business travel","Business",3700,4,4,5,4,4,4,4,5,5,5,5,5,5,4,8,3,"satisfied"
"17800",17799,71687,"Female","Loyal Customer",25,"Personal Travel","Eco",1197,4,5,4,1,2,4,2,2,4,4,5,3,4,2,9,0,"neutral or dissatisfied"
"17801",17800,92296,"Female","Loyal Customer",37,"Personal Travel","Eco",1814,3,5,3,1,3,3,3,3,4,4,3,4,5,3,0,0,"neutral or dissatisfied"
"17802",17801,93720,"Female","Loyal Customer",51,"Business travel","Business",630,4,4,4,4,5,3,3,4,4,4,4,4,4,1,2,8,"neutral or dissatisfied"
"17803",17802,95799,"Female","Loyal Customer",57,"Business travel","Business",2417,4,4,3,4,4,5,5,5,5,4,5,4,5,3,12,18,"satisfied"
"17804",17803,42399,"Male","Loyal Customer",59,"Business travel","Eco Plus",329,4,4,4,4,4,4,4,4,3,1,3,1,5,4,0,0,"satisfied"
"17806",17805,112043,"Female","disloyal Customer",45,"Business travel","Eco",1123,4,4,4,2,2,4,4,2,2,1,2,4,2,2,27,24,"neutral or dissatisfied"
"17807",17806,94773,"Female","Loyal Customer",32,"Business travel","Eco",192,3,1,5,1,3,3,3,3,1,1,4,4,4,3,4,4,"neutral or dissatisfied"
"17808",17807,91314,"Female","Loyal Customer",53,"Business travel","Business",442,4,4,4,4,2,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
"17809",17808,56858,"Female","Loyal Customer",34,"Business travel","Business",2565,1,1,1,1,4,3,3,3,5,3,4,3,5,3,0,0,"satisfied"
"17810",17809,5038,"Female","Loyal Customer",48,"Business travel","Business",3310,1,1,5,1,3,4,5,4,4,4,4,3,4,5,1,40,"satisfied"
"17811",17810,125989,"Male","Loyal Customer",66,"Personal Travel","Business",507,2,5,3,5,5,5,5,4,4,3,4,3,4,5,0,3,"neutral or dissatisfied"
"17812",17811,70857,"Female","Loyal Customer",47,"Business travel","Business",761,2,2,2,2,4,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
"17814",17813,111089,"Female","Loyal Customer",9,"Personal Travel","Eco",319,2,4,2,3,4,2,4,4,1,5,3,2,4,4,16,6,"neutral or dissatisfied"
"17815",17814,60312,"Female","disloyal Customer",24,"Business travel","Eco",406,4,5,4,3,2,4,2,2,5,3,4,5,5,2,0,0,"satisfied"
"17816",17815,28143,"Male","Loyal Customer",34,"Business travel","Eco",859,5,2,5,2,5,5,5,5,3,3,1,3,3,5,0,0,"satisfied"
"17817",17816,92747,"Male","Loyal Customer",22,"Personal Travel","Eco",1276,2,5,2,3,4,2,4,4,3,4,3,3,4,4,0,0,"neutral or dissatisfied"
"17818",17817,121385,"Male","Loyal Customer",17,"Personal Travel","Eco",2279,2,4,2,1,5,2,5,5,3,4,5,4,4,5,0,0,"neutral or dissatisfied"
"17821",17820,24954,"Female","Loyal Customer",19,"Personal Travel","Eco",1747,4,4,3,1,4,3,4,4,5,3,4,5,5,4,0,0,"satisfied"
"17823",17822,20440,"Female","Loyal Customer",53,"Business travel","Eco",177,5,2,2,2,1,2,5,5,5,5,5,2,5,5,0,0,"satisfied"
"17824",17823,59335,"Male","Loyal Customer",26,"Business travel","Business",2338,4,4,4,4,4,4,4,4,5,5,3,4,4,4,18,0,"satisfied"
"17825",17824,21865,"Female","Loyal Customer",61,"Business travel","Eco",551,4,1,1,1,4,3,4,3,3,4,3,2,3,3,65,64,"neutral or dissatisfied"
"17828",17827,114118,"Female","Loyal Customer",40,"Personal Travel","Business",909,2,1,2,3,5,4,3,1,1,2,1,2,1,2,6,0,"neutral or dissatisfied"
"17829",17828,52474,"Female","Loyal Customer",64,"Personal Travel","Eco Plus",261,3,5,0,1,5,3,2,5,5,0,1,2,5,4,0,3,"neutral or dissatisfied"
"17830",17829,103543,"Female","Loyal Customer",35,"Business travel","Business",2244,3,4,2,2,1,4,4,3,3,3,3,4,3,4,0,2,"neutral or dissatisfied"
